price,manufacturer_country,age,mileage,category,leather_interior,fuel_type,engine_volume,turbo,gear_box_type,drive_wheels,steering_side,doors,airbags
28100,USA,3,21000,Hatchback,Yes,Petrol,1.4,No,Tiptronic,Front,Left,4-5,10
16621,Germany,14,262000,Sedan,Yes,Petrol,2.5,No,Automatic,Rear,Left,4-5,6
8938,South Korea,8,106675,Sedan,Yes,Lpg,2.0,No,Automatic,Front,Left,4-5,4
11604,USA,12,134500,Jeep,No,Lpg,2.0,No,Variator,Front,Left,4-5,8
9722,USA,12,230000,Goods Wagon,No,Diesel,1.8,Yes,Manual,Front,Left,2-3,2
9095,Japan,8,41000,Hatchback,No,Petrol,1.5,No,Automatic,Front,Left,4-5,6
13172,Japan,2,24302,Jeep,Yes,Petrol,2.0,No,Automatic,Front,Left,4-5,12
9408,USA,9,136000,Sedan,Yes,Petrol,2.0,No,Automatic,Front,Left,4-5,10
15681,Japan,10,157000,Minivan,Yes,Petrol,2.4,No,Automatic,Front,Right,4-5,6
14113,South Korea,9,40103,Sedan,Yes,Petrol,2.4,No,Automatic,Front,Left,4-5,4
4704,Germany,22,142000,Sedan,No,Petrol,0.6,Yes,Tiptronic,Rear,Left,2-3,2
8467,USA,6,116923,Sedan,No,Petrol,2.0,No,Tiptronic,Front,Left,4-5,8
12388,Japan,5,67429,Sedan,Yes,Hybrid,2.5,No,Automatic,Front,Left,4-5,0
18817,South Korea,4,105600,Sedan,Yes,Petrol,2.0,No,Tiptronic,Front,Left,4-5,8
10976,Germany,21,260000,Sedan,No,Cng,3.2,No,Automatic,Rear,Left,4-5,10
13485,Japan,8,77000,Hatchback,No,Hybrid,1.5,No,Variator,Front,Left,4-5,0
11604,Germany,17,176000,Minivan,No,Petrol,2.0,No,Tiptronic,Front,Right,4-5,12
20071,Germany,11,141200,Jeep,Yes,Diesel,3.0,Yes,Tiptronic,4X4,Left,4-5,12
37947,Germany,3,49122,Jeep,Yes,Petrol,3.0,No,Automatic,4X4,Left,4-5,12
34673,South Korea,7,117466,Minivan,Yes,Diesel,2.5,No,Automatic,Front,Left,4-5,4
19736,South Korea,5,37405,Sedan,Yes,Diesel,1.6,No,Automatic,Front,Left,4-5,4
15681,USA,10,132000,Sedan,Yes,Petrol,1.4,Yes,Automatic,Front,Left,4-5,8
17876,South Korea,6,66100,Sedan,No,Petrol,2.4,No,Tiptronic,Front,Left,4-5,12
7840,Japan,19,155000,Universal,No,Petrol,2.0,Yes,Tiptronic,4X4,Right,4-5,2
17562,Japan,7,66000,Hatchback,No,Hybrid,1.5,No,Automatic,Front,Left,4-5,4
16559,USA,6,51678,Sedan,Yes,Petrol,1.8,No,Automatic,Front,Left,4-5,4
8624,Japan,15,190000,Hatchback,No,Petrol,1.3,No,Variator,Front,Right,4-5,4
45376,South Korea,8,43000,Jeep,Yes,Diesel,2.0,No,Automatic,Front,Left,4-5,4
6800,Germany,18,234313,Hatchback,No,Petrol,1.2,No,Manual,Front,Left,4-5,4
4077,South Korea,3,67165,Sedan,Yes,Petrol,2.4,No,Automatic,Front,Left,4-5,12
21326,Japan,9,113000,Sedan,Yes,Petrol,2.4,No,Tiptronic,Front,Left,4-5,8
12585,South Korea,11,128965,Sedan,Yes,Petrol,1.6,No,Automatic,Front,Left,4-5,4
12544,Japan,13,334414,Sedan,Yes,Hybrid,3.3,No,Automatic,4X4,Left,4-5,12
15994,USA,11,190000,Goods Wagon,No,Diesel,2.2,Yes,Manual,Front,Left,4-5,4
14426,Japan,15,98345,Jeep,Yes,Petrol,2.0,No,Automatic,4X4,Left,4-5,4
14500,Japan,11,97000,Sedan,Yes,Hybrid,1.8,No,Automatic,Front,Left,4-5,8
32929,Germany,10,112000,Sedan,Yes,Petrol,3.0,No,Tiptronic,Rear,Left,4-5,12
41867,Japan,3,35039,Universal,Yes,Hybrid,1.5,No,Automatic,Front,Left,4-5,4
5000,Germany,17,312000,Universal,No,Diesel,2.2,Yes,Automatic,Front,Left,4-5,4
15612,South Korea,6,97382,Sedan,Yes,Diesel,1.6,No,Automatic,Front,Left,4-5,4
8154,Germany,9,103458,Jeep,Yes,Diesel,3.0,No,Automatic,4X4,Left,4-5,0
43360,USA,12,195071,Jeep,Yes,Diesel,2.8,No,Automatic,Front,Left,4-5,4
42337,Germany,5,127000,Sedan,Yes,Diesel,2.0,Yes,Automatic,Rear,Left,4-5,6
8938,Japan,7,53310,Sedan,Yes,Petrol,2.5,No,Automatic,Front,Left,4-5,12
31361,UK,8,88000,Jeep,No,Petrol,1.6,Yes,Tiptronic,4X4,Left,4-5,0
25889,South Korea,5,79420,Sedan,Yes,Petrol,1.6,No,Automatic,Front,Left,4-5,4
21012,South Korea,6,60000,Sedan,Yes,Petrol,2.4,No,Tiptronic,Front,Left,4-5,10
38737,South Korea,6,93000,Coupe,Yes,Petrol,2.0,No,Automatic,Front,Left,4-5,4
9252,USA,8,46721,Sedan,Yes,Diesel,2.0,No,Automatic,Front,Left,4-5,4
14113,South Korea,7,65376,Sedan,Yes,Petrol,2.0,No,Automatic,Front,Left,4-5,4
28852,Germany,8,145000,Sedan,Yes,Petrol,2.0,Yes,Tiptronic,Rear,Left,4-5,8
2200,Germany,19,199000,Hatchback,No,Petrol,1.8,Yes,Automatic,Front,Right,4-5,0
15367,Japan,11,110000,Hatchback,No,Petrol,1.5,No,Automatic,Front,Left,4-5,12
12231,Japan,9,147698,Hatchback,No,Hybrid,1.5,No,Automatic,Front,Left,4-5,8
21953,USA,6,102506,Sedan,Yes,Petrol,1.5,No,Automatic,Front,Left,4-5,6
14686,,11,120682,Sedan,Yes,Diesel,2.0,No,Automatic,Front,Left,4-5,4
15053,Japan,9,95000,Hatchback,No,Hybrid,1.5,No,Automatic,Front,Left,4-5,6
21357,South Korea,11,193488,Jeep,Yes,Diesel,2.0,No,Automatic,Front,Left,4-5,4
18826,South Korea,9,108042,Sedan,Yes,Petrol,1.6,No,Automatic,Front,Left,4-5,4
23834,South Korea,7,60000,Sedan,Yes,Petrol,1.6,No,Tiptronic,Front,Left,4-5,6
40983,South Korea,7,163472,Jeep,Yes,Diesel,2.0,No,Automatic,Front,Left,4-5,4
11133,USA,8,135383,Hatchback,No,Hybrid,2.0,No,Tiptronic,Front,Left,4-5,12
19287,USA,6,96102,Sedan,Yes,Plug-In Hybrid,1.4,No,Tiptronic,Front,Left,4-5,8
4077,Germany,4,39814,Jeep,Yes,Petrol,3.5,No,Automatic,Rear,Left,4-5,0
30828,South Korea,9,115412,Jeep,Yes,Diesel,2.0,No,Automatic,Front,Left,4-5,4
14113,Japan,11,203200,Hatchback,No,Hybrid,1.3,No,Variator,Front,Left,4-5,6
11259,South Korea,7,54112,Sedan,Yes,Petrol,2.0,No,Automatic,Front,Left,4-5,4
6586,South Korea,4,77766,Sedan,Yes,Petrol,2.4,No,Automatic,Front,Left,4-5,12
18817,South Korea,5,71191,Sedan,No,Petrol,2.0,No,Automatic,Front,Left,4-5,7
11290,South Korea,3,44240,Sedan,Yes,Petrol,2.4,No,Automatic,4X4,Left,4-5,12
25716,Japan,9,135200,Hatchback,No,Plug-In Hybrid,1.8,No,Variator,Front,Left,4-5,9
35071,South Korea,5,80700,Jeep,Yes,Diesel,2.0,No,Automatic,Front,Left,4-5,4
7683,South Korea,8,53000,Sedan,Yes,Lpg,2.0,No,Automatic,Front,Left,4-5,4
9722,Germany,21,164400,Sedan,Yes,Petrol,3.2,No,Tiptronic,Rear,Left,4-5,8
37947,Germany,4,51824,Jeep,Yes,Petrol,3.0,No,Automatic,4X4,Left,4-5,12
20385,Japan,10,208000,Jeep,No,Petrol,2.0,No,Tiptronic,4X4,Left,4-5,4
13900,Japan,11,204800,Sedan,Yes,Hybrid,2.4,No,Automatic,Front,Left,4-5,6
38016,South Korea,4,100900,Universal,Yes,Diesel,2.5,No,Automatic,Front,Left,4-5,4
6586,Japan,17,134499,Sedan,No,Petrol,1.3,No,Automatic,Front,Left,4-5,4
5018,Germany,7,77349,Sedan,Yes,Diesel,2.0,No,Automatic,Front,Left,4-5,12
15053,USA,8,160000,Sedan,No,Petrol,2.5,No,Variator,Front,Left,4-5,16
24148,Germany,9,160000,Sedan,Yes,Petrol,3.0,Yes,Tiptronic,4X4,Left,4-5,12
11917,Italy,6,75200,Coupe,Yes,Petrol,1.4,No,Tiptronic,Front,Left,2-3,8
17876,Japan,9,152000,Hatchback,No,Hybrid,1.5,No,Automatic,Front,Left,4-5,8
27375,Japan,8,73938,Hatchback,Yes,Petrol,1.5,No,Automatic,Front,Left,4-5,4
3500,Japan,16,98000,Minivan,No,Petrol,2.0,No,Automatic,Front,Right,4-5,4
7997,Germany,10,273186,Sedan,Yes,Diesel,3.0,No,Automatic,Rear,Left,4-5,12
5331,Germany,9,185642,Coupe,Yes,Petrol,3.5,No,Automatic,Rear,Left,2-3,12
8467,South Korea,8,126000,Sedan,No,Petrol,1.8,No,Tiptronic,Front,Left,4-5,10
23659,Japan,4,42642,Hatchback,Yes,Petrol,1.5,No,Automatic,Front,Left,4-5,4
19416,South Korea,10,159381,Sedan,Yes,Petrol,1.6,No,Automatic,Front,Left,4-5,4
35309,,8,97035,Jeep,Yes,Diesel,2.0,No,Automatic,Front,Left,4-5,4
8467,Japan,15,129000,Hatchback,Yes,Petrol,1.5,No,Automatic,Front,Right,4-5,4
6429,Germany,8,301707,Hatchback,Yes,Petrol,3.0,No,Automatic,4X4,Left,4-5,0
1725,Germany,10,132630,Sedan,Yes,Diesel,3.5,No,Automatic,Rear,Left,4-5,12
32910,South Korea,7,154154,Minivan,Yes,Diesel,2.5,No,Automatic,Front,Left,4-5,4
11992,USA,11,133608,Sedan,Yes,Petrol,1.6,No,Automatic,Front,Left,4-5,4
7840,Japan,16,191558,Hatchback,No,Lpg,1.5,No,Variator,Front,Right,4-5,2
9408,Germany,10,95000,Goods Wagon,No,Diesel,1.3,Yes,Manual,Front,Left,4-5,4
13956,Japan,7,107000,Hatchback,No,Hybrid,1.5,No,Automatic,Front,Left,4-5,12
34692,South Korea,5,168131,Universal,Yes,Diesel,2.5,No,Automatic,Front,Left,4-5,4
16308,Italy,8,81064,Coupe,Yes,Petrol,1.4,No,Tiptronic,Front,Left,2-3,12
10976,Germany,8,145600,Sedan,Yes,Petrol,2.5,No,Tiptronic,Front,Left,4-5,0
6272,Germany,12,274088,Jeep,Yes,Diesel,3.5,No,Automatic,4X4,Left,4-5,12
20385,Japan,6,78000,Hatchback,No,Petrol,1.8,No,Manual,Front,Left,4-5,8
3763,USA,7,138491,Hatchback,Yes,Hybrid,1.4,No,Automatic,Front,Left,4-5,0
10986,USA,10,202420,Sedan,Yes,Diesel,2.0,No,Automatic,Front,Left,4-5,4
21012,Sweden,11,102000,Jeep,Yes,Petrol,3.2,No,Tiptronic,Front,Left,4-5,10
17249,Germany,14,212000,Sedan,No,Petrol,3.0,No,Tiptronic,Rear,Left,4-5,6
27422,USA,8,101709,Jeep,Yes,Petrol,2.4,No,Automatic,Front,Left,4-5,4
8154,Japan,17,229000,Hatchback,No,Petrol,1.3,No,Variator,Front,Right,4-5,2
17562,Japan,11,19000,Hatchback,No,Hybrid,1.8,No,Automatic,Front,Left,4-5,6
26971,Japan,2,18555,Sedan,Yes,Petrol,3.5,No,Automatic,4X4,Left,4-5,12
18817,Japan,12,127000,Sedan,No,Lpg,1.8,No,Automatic,Front,Left,4-5,8
15612,South Korea,10,120000,Sedan,Yes,Petrol,1.6,No,Automatic,Front,Left,4-5,4
9408,Germany,13,236000,Hatchback,No,Lpg,1.2,No,Manual,Front,Left,4-5,4
40346,Japan,5,10409,Universal,Yes,Hybrid,1.5,No,Automatic,Front,Left,4-5,4
22843,,10,115102,Jeep,Yes,Diesel,2.0,No,Automatic,Front,Left,4-5,4
16935,Germany,16,155903,Jeep,Yes,Petrol,3.0,No,Tiptronic,4X4,Left,4-5,10
12522,South Korea,11,134990,Minivan,Yes,Diesel,2.5,No,Automatic,Front,Left,4-5,4
23207,Japan,10,86000,Minivan,Yes,Petrol,3.5,No,Tiptronic,Front,Left,4-5,8
3763,South Korea,2,29450,Hatchback,Yes,Hybrid,1.6,No,Automatic,Front,Left,4-5,12
11290,Germany,20,140000,Sedan,Yes,Lpg,2.5,Yes,Automatic,Rear,Left,4-5,8
13485,Japan,13,291200,Hatchback,No,Hybrid,1.5,No,Automatic,Front,Left,4-5,6
12858,Japan,9,147000,Sedan,No,Hybrid,1.3,No,Automatic,Front,Right,4-5,6
39201,South Korea,4,17000,Sedan,No,Petrol,2.4,No,Tiptronic,Front,Left,4-5,12
46236,South Korea,5,133554,Jeep,Yes,Diesel,2.0,No,Automatic,Front,Left,4-5,4
13485,South Korea,9,82000,Sedan,Yes,Petrol,2.4,No,Tiptronic,Front,Left,4-5,14
11133,Japan,6,91899,Jeep,Yes,Petrol,3.5,No,Automatic,4X4,Left,4-5,12
23521,Japan,5,123000,Sedan,No,Petrol,2.5,No,Automatic,Front,Left,4-5,12
28078,Japan,7,27083,Hatchback,Yes,Petrol,1.3,No,Automatic,Front,Left,4-5,4
11447,Japan,7,80000,Hatchback,No,Petrol,1.5,No,Manual,Front,Left,4-5,4
9722,USA,6,39232,Sedan,Yes,Petrol,1.0,No,Automatic,Front,Left,4-5,4
18189,Japan,7,58100,Hatchback,No,Hybrid,1.5,No,Variator,Front,Left,4-5,0
13172,Japan,8,156000,Sedan,No,Hybrid,1.8,No,Variator,Front,Left,4-5,4
10036,South Korea,7,255784,Sedan,Yes,Lpg,2.0,No,Automatic,Front,Left,4-5,4
26814,Japan,7,50342,Hatchback,Yes,Hybrid,2.0,No,Automatic,Front,Left,4-5,8
5645,,14,76121,Jeep,Yes,Diesel,2.7,No,Automatic,Front,Left,4-5,4
12231,Germany,9,78000,Sedan,Yes,Petrol,2.5,No,Automatic,Front,Left,4-5,8
9000,Japan,10,179000,Hatchback,No,Petrol,1.0,No,Variator,Front,Right,4-5,2
15132,South Korea,10,155127,Sedan,Yes,Petrol,2.0,No,Automatic,Front,Left,4-5,4
24148,Japan,21,150000,Jeep,No,Lpg,3.4,No,Automatic,4X4,Right,4-5,2
10976,Japan,13,156000,Sedan,No,Petrol,1.5,No,Automatic,Front,Left,4-5,3
41710,Germany,10,125000,Minivan,Yes,Diesel,3.0,Yes,Tiptronic,4X4,Left,4-5,12
6272,Japan,7,55811,Sedan,Yes,Petrol,2.5,No,Automatic,Front,Left,4-5,12
17876,Japan,10,15000,Sedan,No,Hybrid,1.8,No,Automatic,Front,Left,4-5,12
10036,South Korea,8,31288,Sedan,Yes,Petrol,1.0,No,Automatic,Front,Left,4-5,4
11917,Japan,19,174000,Jeep,No,Cng,3.0,No,Tiptronic,4X4,Right,4-5,2
30455,South Korea,6,35463,Minivan,Yes,Diesel,2.5,No,Automatic,Front,Left,4-5,4
6272,Germany,22,200000,Hatchback,No,Cng,1.6,No,Automatic,Front,Left,4-5,4
11011,,11,211344,Jeep,Yes,Diesel,2.0,No,Automatic,Front,Left,4-5,4
12540,Japan,17,165358,Minivan,No,Lpg,3.0,No,Automatic,Front,Right,4-5,0
12544,Japan,11,180000,Sedan,Yes,Hybrid,1.8,No,Automatic,Front,Left,4-5,6
7840,Germany,21,195000,Hatchback,No,Petrol,1.6,No,Manual,Front,Left,4-5,4
14426,South Korea,5,170000,Hatchback,No,Petrol,1.2,No,Manual,Front,Left,4-5,2
14269,Japan,9,158000,Hatchback,No,Petrol,1.5,No,Automatic,Front,Right,4-5,2
12544,USA,9,121000,Sedan,Yes,Petrol,1.4,Yes,Automatic,Front,Left,4-5,8
4861,USA,16,127000,Goods Wagon,No,Petrol,1.8,No,Manual,Front,Left,4-5,3
2430,South Korea,5,89747,Sedan,Yes,Petrol,2.0,No,Automatic,Front,Left,4-5,12
30420,Germany,10,145000,Jeep,Yes,Petrol,3.0,Yes,Tiptronic,4X4,Left,4-5,12
32772,South Korea,5,30068,Sedan,Yes,Diesel,1.7,No,Automatic,Front,Left,4-5,4
5645,Japan,5,78222,Sedan,Yes,Petrol,2.0,No,Automatic,Front,Left,4-5,12
15681,USA,6,102000,Sedan,Yes,Petrol,2.0,No,Tiptronic,Front,Left,4-5,10
8467,Japan,16,135000,Sedan,No,Petrol,1.5,No,Automatic,Front,Right,4-5,10
33575,South Korea,3,53871,Sedan,Yes,Petrol,1.6,No,Automatic,Front,Left,4-5,4
5645,South Korea,7,165355,Jeep,Yes,Petrol,3.3,No,Automatic,Front,Left,4-5,12
11368,South Korea,14,117771,Sedan,Yes,Petrol,1.6,No,Automatic,Front,Left,4-5,4
4077,Japan,4,70907,Sedan,Yes,Petrol,2.5,No,Automatic,Front,Left,4-5,12
1176,Japan,11,280040,Sedan,Yes,Petrol,3.7,No,Automatic,4X4,Left,4-5,12
5488,South Korea,12,112282,Sedan,Yes,Petrol,1.6,No,Automatic,Front,Left,4-5,4
7213,USA,10,38799,Sedan,Yes,Petrol,1.0,No,Automatic,Front,Left,4-5,4
15000,Japan,6,39000,Hatchback,Yes,Petrol,1.5,No,Automatic,Front,Right,4-5,6
11917,Italy,8,112000,Sedan,Yes,Petrol,1.4,No,Manual,Front,Left,2-3,5
23521,Japan,9,89000,Sedan,Yes,Petrol,2.5,No,Tiptronic,Front,Left,4-5,12
21012,Germany,12,170000,Jeep,Yes,Petrol,3.0,No,Tiptronic,4X4,Left,4-5,8
37611,USA,7,53528,Jeep,Yes,Diesel,2.0,No,Automatic,Front,Left,4-5,4
15681,Japan,8,180000,Sedan,Yes,Hybrid,1.8,No,Tiptronic,Front,Left,4-5,0
7213,Germany,20,200000,Sedan,Yes,Diesel,1.9,Yes,Manual,Front,Left,4-5,4
1019,Germany,8,156477,Sedan,Yes,Petrol,1.8,No,Automatic,Rear,Left,4-5,12
9512,USA,11,118875,Sedan,Yes,Petrol,1.8,No,Automatic,Front,Left,4-5,4
6429,Germany,7,88733,Sedan,Yes,Petrol,2.0,No,Automatic,Front,Left,4-5,12
14897,South Korea,11,52997,Jeep,Yes,Diesel,2.0,No,Automatic,Front,Left,4-5,4
16443,South Korea,11,179767,Sedan,Yes,Petrol,2.0,No,Automatic,Front,Left,4-5,4
13485,Germany,21,25500,Sedan,Yes,Petrol,3.2,No,Automatic,Rear,Left,4-5,6
8500,Japan,10,98000,Hatchback,No,Petrol,1.2,No,Automatic,Front,Right,4-5,2
12388,Japan,11,231003,Sedan,Yes,Hybrid,1.8,No,Automatic,Front,Left,4-5,10
15991,South Korea,10,112387,Coupe,Yes,Petrol,2.0,No,Automatic,Front,Left,4-5,4
25591,South Korea,8,48088,Sedan,Yes,Petrol,1.6,No,Automatic,Front,Left,4-5,4
6272,Germany,20,126000,Coupe,No,Petrol,0.6,Yes,Tiptronic,Rear,Left,2-3,6
6700,Japan,10,58000,Hatchback,No,Petrol,1.2,No,Automatic,Front,Right,4-5,2
17249,South Korea,7,88000,Sedan,No,Petrol,1.8,No,Automatic,Front,Left,4-5,8
1098,Japan,5,132528,Hatchback,Yes,Petrol,1.5,No,Automatic,Front,Left,4-5,12
7527,Germany,22,151692,Goods Wagon,No,Cng,1.6,No,Manual,Front,Left,4-5,6
17876,South Korea,8,156800,Sedan,No,Petrol,1.8,No,Automatic,Front,Left,4-5,12
29793,Japan,6,140000,Jeep,No,Petrol,2.5,No,Tiptronic,4X4,Left,4-5,6
11274,USA,10,173877,Sedan,Yes,Petrol,1.8,No,Automatic,Front,Left,4-5,4
16621,USA,17,180000,Microbus,No,Diesel,2.4,Yes,Manual,Rear,Left,4-5,2
16935,USA,9,94408,Hatchback,No,Hybrid,2.0,No,Automatic,Front,Left,4-5,8
13956,USA,6,34328,Jeep,Yes,Petrol,2.0,No,Automatic,Front,Left,4-5,4
10349,Japan,16,243075,Sedan,No,Lpg,1.5,Yes,Automatic,Front,Left,4-5,0
18817,Japan,9,123000,Sedan,No,Petrol,1.8,No,Automatic,Front,Left,4-5,6
8154,South Korea,9,178892,Sedan,No,Petrol,2.4,No,Automatic,Front,Left,4-5,8
9408,Japan,14,129000,Hatchback,No,Petrol,1.3,No,Automatic,Front,Right,4-5,6
25086,Japan,4,54000,Sedan,Yes,Petrol,2.5,No,Tiptronic,Front,Left,4-5,12
19444,Germany,10,145600,Hatchback,Yes,Petrol,2.0,Yes,Manual,Front,Left,4-5,8
8154,USA,4,87688,Jeep,Yes,Petrol,2.3,No,Automatic,Front,Left,4-5,12
11262,South Korea,7,71466,Sedan,Yes,Lpg,2.0,No,Automatic,Front,Left,4-5,4
12544,Germany,16,223000,Minivan,No,Diesel,2.2,Yes,Manual,Rear,Left,4-5,2
11133,Germany,7,238546,Sedan,Yes,Diesel,3.5,No,Automatic,4X4,Left,4-5,12
10036,Germany,17,118000,Sedan,Yes,Petrol,2.2,No,Tiptronic,Front,Right,4-5,5
24029,,10,124718,Jeep,Yes,Diesel,2.0,No,Automatic,Front,Left,4-5,4
38445,South Korea,5,129816,Jeep,Yes,Diesel,1.7,No,Automatic,Front,Left,4-5,4
21953,South Korea,4,38400,Sedan,No,Petrol,2.0,No,Automatic,Front,Left,4-5,6
14454,South Korea,9,165892,Sedan,Yes,Petrol,2.0,No,Automatic,Front,Left,4-5,4
3293,USA,8,126043,Jeep,Yes,Petrol,3.6,No,Automatic,Front,Left,4-5,12
7840,Germany,17,20000,Goods Wagon,No,Diesel,1.7,Yes,Manual,Front,Left,2-3,0
17249,Japan,11,102000,Sedan,No,Hybrid,1.8,No,Variator,Front,Left,4-5,10
6272,South Korea,9,149000,Sedan,Yes,Petrol,1.8,No,Tiptronic,Front,Left,4-5,12
23104,South Korea,9,148794,Jeep,Yes,Diesel,2.0,No,Automatic,Front,Left,4-5,4
27889,,8,169679,Jeep,Yes,Diesel,2.0,No,Automatic,Front,Left,4-5,4
13172,Japan,11,112000,Hatchback,No,Petrol,1.3,No,Automatic,Front,Right,4-5,6
5551,South Korea,8,348428,Sedan,Yes,Petrol,2.0,No,Automatic,Front,Left,4-5,4
32929,USA,4,43200,Jeep,Yes,Petrol,2.4,No,Tiptronic,4X4,Left,4-5,9
14113,South Korea,8,130000,Sedan,Yes,Petrol,2.4,No,Tiptronic,Front,Left,4-5,6
16308,Japan,10,156000,Hatchback,No,Petrol,1.8,No,Automatic,Front,Left,4-5,0
15681,South Korea,5,295970,Sedan,Yes,Lpg,2.0,No,Automatic,Front,Left,4-5,4
15994,USA,4,97189,Sedan,Yes,Petrol,1.4,No,Automatic,Front,Left,4-5,12
2822,USA,6,100747,Sedan,Yes,Hybrid,2.0,No,Automatic,Front,Left,4-5,0
31772,,5,125996,Minivan,Yes,Diesel,1.6,No,Automatic,Front,Left,4-5,4
5959,Japan,18,222222,Sedan,No,Cng,2.0,No,Tiptronic,4X4,Right,4-5,2
13172,South Korea,8,84000,Sedan,No,Petrol,2.4,No,Tiptronic,Front,Left,4-5,16
30750,South Korea,7,115474,Minivan,Yes,Diesel,2.5,No,Automatic,Front,Left,4-5,4
8500,Japan,20,141000,Universal,No,Petrol,2.0,No,Automatic,4X4,Right,4-5,2
26030,UK,7,104000,Hatchback,Yes,Petrol,1.6,No,Tiptronic,Front,Left,4-5,6
28539,Japan,10,192000,Hatchback,Yes,Hybrid,1.8,No,Automatic,Front,Left,4-5,8
14583,Japan,8,265558,Jeep,Yes,Petrol,2.7,No,Automatic,Rear,Left,4-5,12
19444,South Korea,5,31117,Sedan,Yes,Petrol,2.0,No,Automatic,Front,Left,4-5,4
26657,Japan,4,28885,Sedan,No,Hybrid,1.8,No,Automatic,Front,Left,4-5,12
4547,USA,13,62823,Sedan,Yes,Petrol,2.0,No,Automatic,Front,Left,4-5,4
32393,USA,5,59191,Jeep,Yes,Diesel,1.6,No,Automatic,Front,Left,4-5,4
29793,USA,4,78000,Jeep,Yes,Petrol,2.4,No,Tiptronic,4X4,Left,4-5,16
24462,Japan,6,43294,Sedan,Yes,Petrol,1.8,No,Automatic,Front,Left,4-5,12
1568,Germany,13,175614,Sedan,Yes,Diesel,3.0,No,Automatic,Rear,Left,4-5,12
17245,Japan,5,67200,Sedan,No,Petrol,1.8,No,Automatic,Front,Left,4-5,12
10976,Japan,15,211656,Jeep,No,Cng,2.4,No,Automatic,4X4,Right,4-5,5
16308,Japan,12,193000,Sedan,Yes,Petrol,1.8,No,Automatic,Front,Left,4-5,16
12231,Germany,12,140000,Hatchback,No,Petrol,1.4,No,Manual,Front,Left,4-5,6
17249,USA,8,112000,Sedan,No,Hybrid,2.0,No,Automatic,Front,Left,4-5,12
15681,Germany,19,18000,Jeep,Yes,Diesel,3.0,Yes,Tiptronic,4X4,Left,4-5,6
10036,USA,13,240000,Hatchback,No,Petrol,2.0,No,Variator,Front,Left,4-5,6
18660,USA,5,29703,Jeep,Yes,Petrol,2.0,No,Automatic,Front,Left,4-5,4
20071,South Korea,5,30662,Sedan,Yes,Petrol,2.0,No,Automatic,Front,Left,4-5,4
8467,USA,15,132000,Hatchback,No,Lpg,1.0,No,Automatic,Front,Left,4-5,4
13172,USA,8,191000,Sedan,Yes,Hybrid,2.0,No,Automatic,Front,Left,4-5,12
22947,,12,142419,Jeep,Yes,Diesel,2.7,No,Automatic,Front,Left,4-5,4
29793,Japan,9,204800,Sedan,Yes,Hybrid,2.5,No,Variator,Front,Left,4-5,8
9408,Japan,19,126000,Universal,No,Petrol,1.3,No,Automatic,Front,Right,4-5,2
10036,Germany,14,290000,Sedan,Yes,Petrol,2.0,Yes,Automatic,Front,Left,4-5,6
20149,South Korea,10,136292,Sedan,Yes,Petrol,1.6,No,Automatic,Front,Left,4-5,4
18189,USA,7,66000,Sedan,No,Petrol,1.4,No,Tiptronic,Front,Left,4-5,12
13953,South Korea,11,122426,Sedan,Yes,Petrol,2.0,No,Automatic,Front,Left,4-5,4
22649,,10,111895,Jeep,Yes,Diesel,2.0,No,Automatic,Front,Left,4-5,4
17249,South Korea,5,78000,Sedan,No,Petrol,1.8,No,Tiptronic,Front,Right,4-5,10
10976,Japan,18,152000,Sedan,No,Petrol,2.0,No,Tiptronic,4X4,Right,4-5,4
18503,USA,9,243200,Hatchback,Yes,Hybrid,2.0,No,Automatic,Front,Left,4-5,12
16621,Japan,9,76000,Sedan,No,Petrol,2.5,No,Tiptronic,4X4,Left,4-5,8
29777,South Korea,6,61298,Coupe,Yes,Petrol,2.0,No,Automatic,Front,Left,4-5,4
22110,South Korea,5,28123,Sedan,Yes,Petrol,2.0,No,Automatic,Front,Left,4-5,4
15681,South Korea,8,90000,Sedan,Yes,Petrol,2.0,Yes,Automatic,Front,Left,4-5,8
17249,Japan,5,56000,Hatchback,No,Petrol,1.5,No,Automatic,Front,Left,4-5,8
6429,Germany,12,262072,Jeep,Yes,Diesel,3.0,No,Automatic,4X4,Left,4-5,0
16408,,10,157300,Sedan,Yes,Diesel,2.0,No,Automatic,Front,Left,4-5,4
23521,Japan,8,89000,Sedan,Yes,Petrol,2.4,No,Automatic,4X4,Left,4-5,10
42786,UK,6,152674,Sedan,Yes,Diesel,2.2,No,Automatic,Front,Left,4-5,4
1568,Japan,2,10526,Jeep,Yes,Petrol,2.0,No,Automatic,Front,Left,4-5,12
8154,Japan,15,191000,Hatchback,No,Petrol,1.3,No,Variator,Front,Right,4-5,2
2195,South Korea,7,115859,Sedan,Yes,Petrol,2.4,No,Automatic,Front,Left,4-5,12
6272,Germany,21,320000,Sedan,Yes,Petrol,2.0,No,Tiptronic,Front,Left,4-5,2
23521,South Korea,5,92000,Sedan,Yes,Petrol,2.0,No,Automatic,Front,Left,4-5,12
20005,South Korea,9,143567,Sedan,Yes,Petrol,1.6,No,Automatic,Front,Left,4-5,4
1333,South Korea,8,267010,Sedan,Yes,Petrol,1.8,No,Automatic,Front,Left,4-5,12
15530,Japan,8,86262,Hatchback,Yes,Petrol,1.5,No,Automatic,Front,Left,4-5,4
